,edit_count,sentiment,neg_sentiment
2022-11-06,2.3666666666666667,0.9251874868406189,1.0
2022-11-07,2.3666666666666667,0.9249367320868703,1.0
2022-11-24,2.3666666666666667,0.9109388991528087,1.0
2022-11-28,2.3,0.9034270688229137,1.0
2022-12-01,2.3,0.9096129620406362,1.0
2022-12-07,2.3666666666666667,0.9075297240747345,1.0
2022-12-13,2.3333333333333335,0.9018162059452799,1.0
2022-12-18,2.2333333333333334,0.8948306617803043,1.0
2022-12-27,2.466666666666667,0.8939288981424437,1.0
2022-12-28,2.7,0.8965583766831292,1.0
2022-12-29,2.6666666666666665,0.8959409904479981,1.0
2022-12-30,2.7666666666666666,0.9020834358533224,1.0
2023-01-01,2.7333333333333334,0.9021010559797288,1.0
2023-01-03,2.6666666666666665,0.8937629721562068,1.0
2023-01-08,2.6,0.8938339758581585,1.0
2023-01-18,2.533333333333333,0.8937274020910263,1.0
2023-01-19,2.5,0.8954941582679748,1.0
2023-01-20,2.533333333333333,0.8950817259152731,1.0
2023-01-21,2.6666666666666665,0.8984850414594016,1.0
2023-01-24,2.6666666666666665,0.8975993561744691,1.0
2023-01-25,2.6,0.9004641825622983,1.0
2023-01-26,2.6666666666666665,0.9049834438165029,1.0
2023-01-28,2.6333333333333333,0.9059972671667734,1.0
2023-01-30,2.533333333333333,0.9103669507304827,1.0
2023-02-08,2.4,0.898787358502547,1.0
2023-02-17,2.4,0.8936173701617454,1.0
2023-02-21,2.3333333333333335,0.8940031353963747,1.0
2023-02-22,2.3,0.8941973730259473,1.0
2023-02-23,2.2666666666666666,0.8943600658906832,1.0
2023-02-26,2.3333333333333335,0.8912148215042222,1.0
2023-02-27,2.3333333333333335,0.9052342948979802,1.0
2023-03-01,2.3,0.9096666224466431,1.0
2023-03-02,2.3666666666666667,0.9185292489992248,1.0
2023-03-03,2.3666666666666667,0.9266806908117401,1.0
2023-03-04,2.466666666666667,0.9268018293049601,1.0
2023-03-06,2.4,0.9286882527338135,1.0
2023-03-09,2.3666666666666667,0.9367507475283412,1.0
2023-03-10,2.3666666666666667,0.9451257027851212,1.0
2023-03-12,2.1,0.9465602117445735,1.0
2023-03-21,1.7333333333333334,0.9479423518975576,1.0
2023-03-22,1.7,0.9484498198827108,1.0
2023-03-23,1.6666666666666667,0.9502626196543376,1.0
2023-03-28,1.6666666666666667,0.9499959723154704,1.0
2023-03-29,1.6666666666666667,0.9583738402525585,1.0
2023-03-30,1.6666666666666667,0.9583717799186707,1.0
2023-04-03,1.6666666666666667,0.958719205458959,1.0
2023-04-11,1.6666666666666667,0.9632661964495977,1.0
2023-04-22,1.6333333333333333,0.9642063385248184,1.0
2023-05-11,1.5333333333333334,0.9647373954455057,1.0
2023-05-24,1.5666666666666667,0.9656251698732377,1.0
2023-05-30,1.5666666666666667,0.9654894540707271,1.0
2023-06-01,1.5,0.9659838375118045,1.0
2023-06-11,1.5,0.9656296766466566,1.0
2023-06-14,1.5666666666666667,0.9656033168236414,1.0
2023-06-15,1.5666666666666667,0.9809157977501551,1.0
2023-06-16,1.5,0.9863314029243256,1.0
2023-06-24,1.5,0.98631504840321,1.0
2023-06-27,1.5,0.9862369961208767,1.0
2023-07-18,1.5,0.9863673097557492,1.0
2023-07-24,1.8,0.9876348076595199,1.0
2023-07-28,1.8,0.9881588338149918,1.0
2023-07-29,1.8,0.9881590960754287,1.0
2023-08-01,1.7333333333333334,0.9934311249189905,1.0
2023-08-02,2.0,0.9930589177542262,1.0
2023-08-09,1.9333333333333333,0.9851169852746857,1.0
2023-08-11,2.1,0.9854820614059766,1.0
2023-08-13,2.1333333333333333,0.9859863355755806,1.0
2023-08-15,2.1333333333333333,0.9855929886301359,1.0
2023-08-16,2.1666666666666665,0.985558704038461,1.0
2023-08-18,2.1666666666666665,0.985664077103138,1.0
2023-08-21,2.1666666666666665,0.9854835545023283,1.0
2023-08-24,2.1,0.9857541734973589,1.0
2023-08-25,2.1,0.9857259606321652,1.0
2023-08-28,2.1,0.9857300892472267,1.0
2023-09-08,2.1666666666666665,0.9833355554276042,1.0
2023-09-10,2.1666666666666665,0.9834027934405538,1.0
2023-09-11,2.2,0.9777503035134739,1.0
2023-09-13,2.433333333333333,0.9763858846492237,1.0
2023-09-14,2.5,0.9743297767308022,1.0
2023-09-21,2.466666666666667,0.9743338288532363,1.0
2023-09-22,2.466666666666667,0.9743494691120254,1.0
2023-09-26,2.5,0.9743487985597716,1.0
2023-10-09,2.5,0.9747064701384968,1.0
2023-10-14,2.433333333333333,0.9747219203246965,1.0
2023-10-15,2.8333333333333335,0.9716316635664712,1.0
2023-10-16,2.8666666666666667,0.9715242480493,1.0
2023-10-23,2.8333333333333335,0.965910332923771,1.0
2023-10-24,2.8666666666666667,0.9609947507834843,1.0
2023-10-25,2.9,0.9594751492397399,1.0
2023-10-26,2.533333333333333,0.9612555712716193,1.0
2023-11-03,2.566666666666667,0.9608602981027375,1.0
2023-11-04,2.6666666666666665,0.9555389394617488,1.0
2023-11-05,2.6666666666666665,0.9493201464669317,1.0
2023-11-08,2.4,0.9497037619607062,1.0
2023-11-17,2.433333333333333,0.953354933552253,1.0
2023-11-18,2.3,0.9537973155832697,1.0
2023-11-19,2.8,0.9531544565240482,1.0
2023-11-20,6.766666666666667,0.9522372026986486,1.0
2023-11-21,9.933333333333334,0.9492401274571927,1.0
2023-11-22,12.9,0.946180001925219,1.0
2023-11-23,14.9,0.9451004838337358,1.0
2023-11-24,17.833333333333332,0.9423728498958215,1.0
2023-11-25,18.033333333333335,0.93993754602612,1.0
2023-11-26,18.2,0.9394731493506921,1.0
2023-11-27,18.2,0.9370165346444409,1.0
2023-11-28,18.7,0.934244553583936,1.0
2023-11-29,18.733333333333334,0.9395361383803117,1.0
2023-11-30,18.5,0.9408446103381541,1.0
2023-12-02,18.466666666666665,0.9402494781594238,1.0
2023-12-05,18.466666666666665,0.9401143683374684,1.0
2023-12-06,18.5,0.940266417799469,1.0
2023-12-22,18.466666666666665,0.9401432040712,1.0
2023-12-23,18.466666666666665,0.9392766816795628,1.0
2023-12-24,18.466666666666665,0.9390832149367294,1.0
2024-01-01,18.1,0.9420445339339658,1.0
2024-01-06,18.066666666666666,0.9327688750085914,1.0
2024-01-08,18.1,0.9383447355486635,1.0
2024-01-10,18.066666666666666,0.9393346743243619,1.0
2024-01-11,18.033333333333335,0.9383387611764356,1.0
2024-01-12,18.1,0.9378125965387639,1.0
2024-01-15,18.1,0.934169901389978,1.0
2024-01-19,18.0,0.9388951837808903,1.0
2024-02-05,18.0,0.9442468464166935,1.0
2024-02-13,18.1,0.9438011844745294,1.0
2024-02-15,18.033333333333335,0.9480376673861692,1.0
2024-02-18,18.1,0.9439252320055515,1.0
2024-02-19,17.6,0.9443128470878622,1.0
2024-02-20,13.666666666666666,0.9423266454174274,1.0
2024-02-21,10.533333333333333,0.9421954702189216,1.0
2024-02-22,7.866666666666666,0.9432369098139675,1.0
2024-02-23,6.066666666666666,0.9431991805623874,1.0
2024-02-25,3.1666666666666665,0.9458746812977489,1.0
2024-02-26,2.966666666666667,0.948483512169785,1.0
2024-02-27,2.8666666666666667,0.9483460052476989,1.0
2024-03-06,2.8,0.9519797090358204,1.0
2024-03-17,2.4,0.9491264386640654,1.0
2024-03-25,2.3,0.9494848364260462,1.0
2024-04-03,2.3333333333333335,0.9495068007376459,1.0
2024-04-04,2.2666666666666666,0.9493343174788687,1.0
2024-04-11,2.3,0.9436505755119853,1.0
2024-04-20,2.2666666666666666,0.941502334707313,1.0
2024-04-21,2.3,0.941741593711906,1.0
2024-04-27,2.3666666666666667,0.9426101300782627,1.0
2024-04-30,2.466666666666667,0.9424845028585856,1.0
2024-05-04,2.466666666666667,0.9424450137880113,1.0
2024-05-05,2.533333333333333,0.9473502806822458,1.0
2024-05-13,2.533333333333333,0.946258506377538,1.0
2024-05-16,2.533333333333333,0.9465600383281707,1.0
2024-05-21,2.6333333333333333,0.948595729668935,1.0
2024-05-22,2.8333333333333335,0.9472584034336937,1.0
2024-05-24,2.8,0.9512612586551242,1.0
2024-05-26,2.8,0.9517350738578372,1.0
2024-06-13,2.8,0.9523107673062218,1.0
2024-06-17,2.7,0.9509956106874677,1.0
2024-07-03,2.7666666666666666,0.9507692832416959,1.0
2024-07-14,2.6666666666666665,0.9475788025723564,1.0
2024-07-21,2.6333333333333333,0.9357695965634452,1.0
2024-07-22,2.6,0.938074518111017,1.0
2024-07-26,2.6333333333333333,0.9409844446844525,1.0
2024-07-28,2.3666666666666667,0.9427181171046363,1.0
2024-07-29,2.1666666666666665,0.934099355008867,1.0
2024-07-31,2.1333333333333333,0.9343011177248425,1.0
2024-08-07,2.1333333333333333,0.9343559957212871,1.0
2024-08-15,2.066666666666667,0.9349588927295472,1.0
2024-08-19,2.066666666666667,0.9356574214167065,1.0
2024-08-20,1.9666666666666666,0.9413212628828155,1.0
2024-08-29,1.9666666666666666,0.9329751701818572,1.0
2024-09-22,1.9333333333333333,0.9330342324243651,1.0
2024-09-23,1.9666666666666666,0.9359132539894846,1.0
2024-09-30,1.9333333333333333,0.9416111818618245,1.0
2024-10-02,1.9666666666666666,0.9436031651165749,1.0
2024-10-04,1.9333333333333333,0.9435019445088174,1.0
2024-10-05,2.0,0.9397973841759895,1.0
2024-10-06,2.033333333333333,0.9399946331315571,1.0
2024-10-07,2.1,0.9397135922643874,1.0
2024-10-12,2.033333333333333,0.9441810405254364,1.0
2024-10-21,2.0,0.9413229312499365,1.0
2024-10-29,2.066666666666667,0.9445287796523836,1.0
2024-10-31,2.033333333333333,0.9445560560623805,1.0
2024-11-09,1.7666666666666666,0.9464270789755715,1.0
2024-11-10,1.8666666666666667,0.944264904095067,1.0
2024-11-15,1.9333333333333333,0.9424936216076215,1.0
2024-11-20,1.9333333333333333,0.9344012718399366,1.0
2024-11-21,1.9333333333333333,0.9362970174352329,1.0
2024-11-27,1.9333333333333333,0.9365168784393205,1.0
2024-12-01,2.0,0.9433086621430185,1.0
2024-12-02,2.0,0.9547598608003722,1.0
2024-12-05,2.1,0.9511949149436421,1.0
2024-12-09,2.0,0.9513633397883839,1.0
2024-12-13,2.1,0.9512677434749074,1.0
2024-12-15,2.1,0.9613457305894958,1.0
2024-12-18,2.1,0.9613465173708068,1.0
2024-12-19,2.1,0.961247869696882,1.0
2024-12-20,2.1666666666666665,0.9609679020444553,1.0
2025-01-02,2.2,0.961093485057354,1.0
2025-01-05,2.2,0.9526514368255934,1.0
2025-01-11,2.2,0.960910935898622,1.0
2025-01-18,2.2333333333333334,0.9606557048360507,1.0
2025-01-19,2.2666666666666666,0.9602256904376877,1.0
2025-01-26,2.3666666666666667,0.9602129678262604,1.0
2025-01-27,2.4,0.9601644185185433,1.0
2025-01-28,2.4,0.946756671567758,1.0
